"/uav_ground_truth/pose/pose/position/y_x","/uav_ground_truth/pose/pose/position/y_y","/del_uav/KF_pose/y_x","/del_uav/KF_pose/y_y","/ual/pose/pose/position/y_x","/ual/pose/pose/position/y_y"
5.767,-0.08126196484,9.382,-0.355172732,9.383,-0.2389938235,
5.787,-0.08312100663,9.409,-0.3667004778,9.432,-0.2362205833,
5.807,-0.08497570071,9.441,-0.3667004778,9.472,-0.2360487431,
5.827,-0.08682540679,9.481,-0.3667004778,9.492,-0.2391324788,
5.847,-0.08866975543,9.511,-0.3667004778,9.538,-0.2428436875,
5.867,-0.09050801269,9.54,-0.3667004778,9.572,-0.2449244261,
5.887,-0.09233903884,9.575,-0.3732529224,9.61,-0.2435674369,
5.907,-0.09416198939,9.61,-0.3732529224,9.639,-0.241077438,
5.927,-0.09597659722,9.646,-0.3732529224,9.672,-0.2425235957,
5.947,-0.09778330211,9.674,-0.3732529224,9.706,-0.2454193532,
5.967,-0.0995831978,9.709,-0.3733131256,9.742,-0.2451847941,
5.987,-0.1013778822,9.739,-0.37888608,9.775,-0.2418312728,
6.007,-0.1031691513,9.774,-0.3788409136,9.791,-0.2397821248,
6.027,-0.1049587676,9.808,-0.3788409136,9.829,-0.2324488014,
6.047,-0.1067487971,9.839,-0.3879081395,9.863,-0.2357754558,
6.067,-0.1085404647,9.873,-0.3878569947,9.908,-0.2368702739,
6.087,-0.1103340855,9.906,-0.3879081395,9.919,-0.2368280739,
6.107,-0.1121290316,9.943,-0.39041623,9.971,-0.2335125357,
6.127,-0.1139241901,9.974,-0.39041623,9.998,-0.2276910096,
6.147,-0.1157186774,10.012,-0.3903726866,10.023,-0.2244350761,
6.167,-0.1175114056,10.044,-0.3903726866,10.075,-0.2193814367,
6.187,-0.1193015278,10.073,-0.3922632609,10.106,-0.2244483531,
6.207,-0.1210888126,10.106,-0.3923081254,10.127,-0.2247502953,
6.227,-0.1228736389,10.138,-0.3923081254,10.161,-0.2242213488,
6.247,-0.1246573692,10.173,-0.3923081254,10.206,-0.220075503,
6.267,-0.1264416383,10.209,-0.3943438514,10.231,-0.2162288725,
6.287,-0.1282278841,10.24,-0.3943438514,10.27,-0.2091138065,
6.307,-0.1300172293,10.272,-0.3943438514,10.302,-0.2173254639,
6.327,-0.1318104007,10.306,-0.3943438514,10.336,-0.2216629833,
6.347,-0.1336085073,10.338,-0.3943438514,10.358,-0.2209168226,
6.367,-0.1354115136,10.373,-0.3943438514,10.397,-0.2188624442,
6.387,-0.1372185749,10.406,-0.3943438514,10.441,-0.2136185616,
6.407,-0.1390288351,10.439,-0.4003661776,10.466,-0.2144307941,
6.427,-0.1408418875,10.484,-0.4003661776,10.491,-0.2184237987,
6.447,-0.1426582528,10.507,-0.4003661776,10.533,-0.2239040434,
6.467,-0.1444781511,10.54,-0.4004252843,10.567,-0.22536394,
6.487,-0.1463014895,10.573,-0.4004252843,10.606,-0.2244603634,
6.507,-0.1481282077,10.61,-0.4004252843,10.624,-0.2219424993,
6.527,-0.1499583556,10.643,-0.406290801,10.659,-0.2279241234,
6.547,-0.1517922926,10.676,-0.4063527572,10.697,-0.2308952659,
6.567,-0.1536296568,10.706,-0.4063527572,10.727,-0.2339364588,
6.587,-0.1554697863,10.74,-0.4063527572,10.774,-0.232648015,
6.607,-0.1573119789,10.773,-0.4100124744,10.809,-0.2269061804,
6.627,-0.1591559299,10.805,-0.4100124744,10.829,-0.2234638184,
6.647,-0.161001989,10.839,-0.4100124744,10.873,-0.2164649069,
6.667,-0.1628502556,10.871,-0.4099692406,10.896,-0.2201242894,
6.687,-0.1647005643,10.908,-0.4099692406,10.931,-0.2262138128,
6.707,-0.1665526791,10.94,-0.4100124744,10.951,-0.227413252,
6.727,-0.1684065022,10.974,-0.4142712331,11.002,-0.226276502,
